land,city,balcony,living_space,total_rent,service_charge,base_rent,lift,pets_allowed,floor,no_rooms,garden,cellar,noParkSpaces
Brandenburg,Prignitz_Kreis,False,30.0,290.0,90.0,200.0,False,no,2.0,1.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,46.07,296.53,80.0,216.53,False,no,0.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,67.74,550.0,180.0,370.0,False,no,4.0,3.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,58.3,409.0,117.0,292.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,66.0,425.0,120.0,305.0,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Frankfurt_Oder,True,54.17,332.31,75.0,257.31,False,negotiable,4.0,2.0,False,False,1.0
Brandenburg,Frankfurt_Oder,True,47.95,282.90999999999997,43.16,239.75,False,negotiable,4.0,2.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,49.02,689.0,122.0,567.0,True,negotiable,2.0,1.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,True,43.0,282.90999999999997,52.0,230.91,False,negotiable,4.0,1.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,87.0,653.0,218.0,435.0,False,no,4.0,4.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,68.49,825.0,245.0,580.0,False,no,0.0,3.0,True,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,38.7,399.77,77.4,322.37,False,no,3.0,1.0,False,False,0.0
Brandenburg,Cottbus,True,92.0,995.0,195.0,800.0,True,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,80.0,498.0,100.0,398.0,False,yes,1.0,3.0,False,True,1.0
Brandenburg,Barnim_Kreis,True,50.29,395.0,60.0,335.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,38.68,342.52,102.52,240.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,77.6,657.0,172.0,485.0,True,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,84.0,1082.0,200.0,882.0,True,yes,4.0,3.0,False,False,1.0
Brandenburg,Uckermark_Kreis,True,60.71,391.83,64.0,327.83,False,negotiable,4.0,2.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,False,60.12,406.78000000000003,87.17,319.61,False,no,2.0,2.0,False,False,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,70.0,790.0,90.0,700.0,True,negotiable,4.0,2.0,False,False,1.0
Brandenburg,Spree_Neiße_Kreis,False,51.22,353.93,98.34,255.59,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,64.73,401.96999999999997,78.32,323.65,False,yes,1.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,71.0,895.0,150.0,745.0,False,negotiable,1.0,3.0,False,False,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,58.8,360.48,90.0,270.48,False,no,1.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,40.0,324.0,44.0,280.0,False,no,0.0,1.0,True,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,60.62,570.0,170.0,400.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,46.0,518.7,127.7,391.0,False,no,3.0,2.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,47.46,360.0,100.0,260.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Potsdam,True,35.0,450.0,100.0,350.0,True,no,2.0,1.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,32.39,265.0,70.0,195.0,False,yes,3.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,62.0,533.0,140.0,393.0,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,76.27,600.0,215.0,385.0,False,no,4.0,4.0,False,True,0.0
Brandenburg,Cottbus,True,56.2,424.14,142.04,282.1,False,no,4.0,3.0,False,False,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,45.84,594.0,135.0,459.0,False,negotiable,0.0,1.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,38.37,365.0,100.0,265.0,False,no,2.0,1.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,78.0,413.4,39.0,374.4,False,negotiable,1.0,2.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,60.8,352.64,60.8,291.84,False,no,1.0,3.0,False,False,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,66.22,500.0,65.0,435.0,False,negotiable,2.0,3.0,True,True,0.0
Brandenburg,Cottbus,False,60.06,348.35,48.05,300.3,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,85.51,590.0,100.0,490.0,True,no,3.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,91.0,726.0,180.0,546.0,False,no,1.0,4.0,False,False,1.0
Brandenburg,Brandenburg_an_der_Havel,False,33.19,340.0,110.0,230.0,False,no,0.0,1.0,False,True,1.0
Brandenburg,Barnim_Kreis,False,41.97,564.5,124.5,440.0,True,no,1.0,1.0,False,False,0.0
Brandenburg,Barnim_Kreis,False,77.0,687.0,60.0,627.0,False,no,1.0,3.0,False,False,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,69.0,400.0,110.0,290.0,False,yes,1.0,2.0,True,True,0.0
Brandenburg,Uckermark_Kreis,True,64.98,430.0,150.0,280.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,67.0,484.0,94.0,390.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,41.97,370.0,115.0,255.0,False,no,2.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,30.0,350.0,80.0,270.0,False,no,0.0,1.0,True,False,0.0
Brandenburg,Cottbus,False,83.0,580.0,170.0,410.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,40.75,370.0,125.0,245.0,False,negotiable,2.0,1.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,33.0,350.0,90.0,260.0,False,negotiable,3.0,2.0,False,False,0.0
Brandenburg,Frankfurt_Oder,True,50.0,525.0,150.0,375.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,65.95,441.87,92.33,349.54,False,no,0.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,57.19,439.74,153.79,285.95,False,no,3.0,3.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,73.71,589.6800000000001,58.97,530.71,False,negotiable,2.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,34.11,310.0,70.0,240.0,False,no,0.0,1.0,False,True,0.0
Brandenburg,Cottbus,True,49.64,337.55,79.42,258.13,False,no,5.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,61.86,364.36,79.8,284.56,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,54.77,501.0,144.0,357.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,32.82,240.0,50.0,190.0,False,no,1.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,55.6,402.84000000000003,124.84,278.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,71.84,560.0,150.0,410.0,False,no,4.0,4.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,69.0,455.0,70.0,385.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,56.56,427.03000000000003,87.67,339.36,False,yes,2.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,65.6,495.0,115.0,380.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,64.25,405.0,74.0,331.0,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,False,47.63,420.0,110.0,310.0,False,no,0.0,1.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,87.0,868.0,190.0,678.0,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,False,77.0,650.0,230.0,420.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,108.65,999.0,239.0,760.0,False,no,3.0,4.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,33.0,462.0,82.5,379.5,True,no,2.0,1.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,False,37.1,355.0,78.6,276.4,False,no,0.0,1.0,False,True,0.0
Brandenburg,Cottbus,True,41.5,264.51,45.46,219.05,False,yes,1.0,1.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,64.44,421.53,80.0,341.53,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,60.2,399.0,144.0,255.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,False,75.7,488.92,65.0,423.92,False,no,0.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,58.91,406.9,77.0,329.9,False,no,2.0,2.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,67.0,750.0,150.0,600.0,False,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,57.36,440.0,120.0,320.0,False,yes,5.0,3.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,68.41,638.0,90.0,548.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,59.1,477.53,87.47,390.06,True,no,2.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,65.79,489.78999999999996,169.79,320.0,False,no,4.0,4.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,82.0,1097.0,195.0,902.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,49.1,400.0,135.0,265.0,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,49.95,399.11,134.37,264.74,False,no,0.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,False,36.35,294.45,40.0,254.45,False,no,4.0,1.0,False,False,0.0
Brandenburg,Cottbus,True,48.5,354.47,121.67,232.8,False,no,3.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,64.73,491.0,149.0,342.0,False,negotiable,4.0,4.0,False,True,1.0
Brandenburg,Cottbus,True,57.15,425.0,170.0,255.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,71.85,431.1,71.85,359.25,False,negotiable,5.0,4.0,False,True,0.0
Brandenburg,Potsdam,False,53.0,693.0,133.0,560.0,False,negotiable,3.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,50.28,352.46000000000004,75.92,276.54,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,96.9,1070.0,200.0,870.0,True,negotiable,4.0,3.0,False,True,1.0
Brandenburg,Cottbus,True,77.61,935.25,205.25,730.0,True,no,2.0,2.0,False,True,0.0
Brandenburg,Cottbus,False,57.7,465.0,120.0,345.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Cottbus,False,24.1,262.8,70.0,192.8,True,no,2.0,1.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,68.15,560.0,160.0,400.0,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,True,58.15,374.0,75.0,299.0,False,no,1.0,2.0,False,True,2.0
Brandenburg,Havelland_Kreis,True,58.01,406.07,174.03,232.04,False,negotiable,4.0,3.0,False,True,1.0
Brandenburg,Prignitz_Kreis,True,66.16,406.0,77.0,329.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,85.15,665.0,95.0,570.0,False,negotiable,0.0,3.0,True,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,80.0,604.0,219.0,385.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Cottbus,True,70.43,590.54,182.05,408.49,False,no,4.0,4.0,False,False,0.0
Brandenburg,Cottbus,False,61.0,560.0,140.0,420.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Potsdam,False,70.0,770.0,70.0,700.0,False,no,3.0,2.0,False,False,0.0
Brandenburg,Potsdam,True,47.34,510.0,60.0,450.0,False,no,2.0,2.0,False,True,1.0
Brandenburg,Frankfurt_Oder,False,69.14,465.0,105.0,360.0,False,negotiable,0.0,3.0,True,True,0.0
Brandenburg,Cottbus,True,56.68,510.0,166.36,343.64,False,no,1.0,3.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,48.0,324.0,60.0,264.0,False,negotiable,4.0,2.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,60.38,916.85,120.76,796.09,True,negotiable,1.0,2.0,True,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,48.0,420.0,110.0,310.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,88.82,888.8,178.24,710.56,True,no,1.0,3.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,55.14,495.98,110.0,385.98,False,no,2.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,False,65.8,416.0,73.0,343.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,82.0,902.0,82.0,820.0,False,negotiable,0.0,3.0,False,False,1.0
Brandenburg,Teltow_Fläming_Kreis,False,58.03,821.0,124.0,697.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,False,66.4,391.0,146.0,245.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,59.78,407.79,79.0,328.79,False,negotiable,3.0,2.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,32.11,215.5,45.0,170.5,False,no,2.0,1.0,False,False,0.0
Brandenburg,Barnim_Kreis,False,68.0,691.8,142.8,549.0,False,negotiable,4.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,60.5,368.3,90.0,278.3,False,no,3.0,3.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,69.9,531.1800000000001,164.21,366.97,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,38.06,412.0,50.0,362.0,False,yes,0.0,1.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,49.8,334.0,60.0,274.0,False,no,4.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,74.6,426.0,68.0,358.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,60.5,392.5,90.0,302.5,False,no,0.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,76.61,1020.0,190.0,830.0,True,no,1.0,2.0,False,False,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,76.0,977.0,255.0,722.0,False,no,1.0,2.0,False,True,1.0
Brandenburg,Havelland_Kreis,False,79.15,675.0,115.0,560.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,49.0,350.0,120.0,230.0,False,no,1.0,2.0,True,True,1.0
Brandenburg,Elbe_Elster_Kreis,True,89.99,563.0,103.0,460.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,False,56.47,530.29,135.0,395.29,False,no,1.0,2.0,False,True,1.0
Brandenburg,Oberhavel_Kreis,True,53.95,551.0,91.0,460.0,False,negotiable,2.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,54.45,510.0,155.0,355.0,False,negotiable,0.0,1.0,True,True,0.0
Brandenburg,Havelland_Kreis,True,66.61,749.76,148.27,601.49,False,no,0.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,79.16,710.0,160.0,550.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,46.32,325.0,60.0,265.0,False,no,0.0,2.0,False,False,0.0
Brandenburg,Cottbus,False,67.97,513.05,163.0,350.05,False,no,3.0,3.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,57.9,540.0,76.0,464.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,50.0,305.0,55.0,250.0,False,no,0.0,3.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,36.53,285.0,80.0,205.0,False,no,5.0,1.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,104.0,750.0,200.0,550.0,False,negotiable,2.0,4.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,63.27,490.0,95.0,395.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,81.0,930.0,205.0,725.0,False,yes,3.0,3.0,False,True,1.0
Brandenburg,Märkisch_Oderland_Kreis,True,77.0,920.0,153.0,767.0,True,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,41.54,368.0,98.0,270.0,False,yes,3.0,2.0,True,True,0.0
Brandenburg,Havelland_Kreis,True,53.43,378.0,47.0,331.0,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,62.0,509.0,110.0,399.0,False,no,1.0,2.0,True,True,1.0
Brandenburg,Teltow_Fläming_Kreis,True,52.94,404.0,50.0,354.0,False,no,2.0,2.0,False,False,1.0
Brandenburg,Oberhavel_Kreis,True,79.0,1044.18,78.18,966.0,False,no,4.0,4.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,92.0,600.0,150.0,450.0,False,no,4.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,51.12,449.85999999999996,40.9,408.96,False,negotiable,2.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,46.0,330.4,44.0,286.4,False,no,1.0,2.0,True,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,40.0,330.0,50.0,280.0,False,no,1.0,1.0,True,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,85.93,814.6500000000001,204.55,610.1,False,negotiable,2.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,False,51.79,399.80999999999995,129.47,270.34,False,no,3.0,2.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,31.62,202.23,52.73,149.5,False,negotiable,4.0,1.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,65.26,517.0,177.0,340.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,73.0,627.36,207.36,420.0,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Oberhavel_Kreis,True,64.0,703.29,63.29,640.0,False,no,2.0,2.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,False,72.5,875.0,75.0,800.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Oberhavel_Kreis,False,63.77,722.9,75.0,647.9,False,negotiable,1.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,79.64,996.33,184.0,812.33,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Barnim_Kreis,True,75.2,828.2,1.0,827.2,True,negotiable,1.0,3.0,False,False,1.0
Brandenburg,Cottbus,True,57.79,447.24,158.29,288.95,False,no,4.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,74.53,550.0,178.1,371.9,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,98.75,1086.25,296.25,790.0,False,negotiable,2.0,3.0,True,True,1.0
Brandenburg,Barnim_Kreis,False,82.0,810.0,130.0,680.0,False,negotiable,1.0,3.0,True,False,0.0
Brandenburg,Oberhavel_Kreis,True,70.0,540.0,120.0,420.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,66.4,398.72,80.0,318.72,False,no,4.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,45.3,279.0,59.0,220.0,False,negotiable,0.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,58.8,519.0,166.0,353.0,False,negotiable,4.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,70.0,850.0,200.0,650.0,False,no,2.0,3.0,False,False,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,59.93,408.0,78.0,330.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,77.01,584.0,160.0,424.0,False,no,1.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,False,40.98,320.0,115.0,205.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,46.0,305.0,50.0,255.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,68.0,511.0,88.0,423.0,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,98.0,720.0,95.0,625.0,False,no,5.0,3.0,True,True,0.0
Brandenburg,Uckermark_Kreis,True,62.86,460.0,140.0,320.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,60.39,870.0,120.0,750.0,True,no,1.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,72.09,488.22999999999996,142.2,346.03,False,no,1.0,2.0,False,False,0.0
Brandenburg,Potsdam,False,65.0,953.0,180.0,773.0,False,no,0.0,3.0,True,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,60.58,625.63,121.0,504.63,False,no,2.0,2.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,False,59.32,380.0,60.0,320.0,False,yes,4.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,85.0,670.0,180.0,490.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,88.73,760.0,180.0,580.0,False,no,1.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,True,58.98,471.84,176.94,294.9,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,64.36,766.68,116.0,650.68,True,negotiable,0.0,2.0,True,True,1.0
Brandenburg,Frankfurt_Oder,False,79.0,540.0,90.0,450.0,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Spree_Neiße_Kreis,True,76.15,566.1,176.21,389.89,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,63.57,546.6899999999999,158.92,387.77,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Oberhavel_Kreis,True,90.0,965.0,200.0,765.0,False,no,1.0,3.0,True,True,1.0
Brandenburg,Cottbus,True,110.0,850.0,200.0,650.0,False,negotiable,2.0,4.0,False,True,1.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,64.0,460.0,165.0,295.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,87.57,750.0,250.0,500.0,True,negotiable,0.0,3.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,51.3,820.8,179.55,641.25,True,no,2.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,70.75,463.75,110.0,353.75,False,yes,1.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,63.32,651.7,179.97,471.73,False,no,1.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,False,39.44,285.0,35.0,250.0,False,no,0.0,1.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,32.2,299.6,42.0,257.6,False,no,3.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,67.0,650.0,130.0,520.0,False,no,4.0,3.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,57.41,390.83,90.0,300.83,False,no,3.0,3.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,60.92,387.13,74.0,313.13,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,46.0,265.0,69.0,196.0,False,negotiable,3.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,43.37,420.0,120.0,300.0,True,no,1.0,2.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,49.51,375.0,110.0,265.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,70.7,443.0,48.0,395.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,86.0,699.4,106.0,593.4,False,negotiable,3.0,3.0,True,True,1.0
Brandenburg,Spree_Neiße_Kreis,False,53.98,352.0,110.09,241.91,False,negotiable,4.0,2.0,False,True,1.0
Brandenburg,Cottbus,True,58.65,398.0,147.0,251.0,False,negotiable,4.0,3.0,False,True,1.0
Brandenburg,Cottbus,True,78.41,572.39,164.66,407.73,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,61.17,470.0,75.0,395.0,False,no,0.0,2.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,54.0,701.0,161.0,540.0,False,negotiable,1.0,2.0,True,True,1.0
Brandenburg,Uckermark_Kreis,False,42.0,350.0,105.0,245.0,False,no,5.0,1.0,False,True,0.0
Brandenburg,Cottbus,True,56.23,454.0,167.0,287.0,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,63.66,667.54,158.26,509.28,True,no,0.0,2.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,66.01,1058.09,182.8,875.29,True,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,45.3,390.0,115.0,275.0,False,yes,0.0,2.0,True,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,30.59,216.83,70.0,146.83,False,no,0.0,1.0,False,True,0.0
Brandenburg,Potsdam,True,62.47,1137.0,200.0,937.0,True,no,0.0,2.0,False,True,1.0
Brandenburg,Oberhavel_Kreis,True,49.0,612.24,48.74,563.5,False,no,1.0,2.0,False,True,1.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,45.0,345.0,130.0,215.0,False,no,3.0,1.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,55.15,475.0,180.0,295.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,60.0,540.0,130.0,410.0,False,no,1.0,2.0,True,False,0.0
Brandenburg,Barnim_Kreis,False,58.45,483.76,60.0,423.76,False,no,1.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,False,43.48,386.97,50.0,336.97,False,no,4.0,2.0,False,False,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,100.0,910.0,60.0,850.0,False,no,0.0,3.0,True,False,1.0
Brandenburg,Barnim_Kreis,True,61.38,545.0,65.0,480.0,False,no,0.0,3.0,False,True,0.0
Brandenburg,Cottbus,False,77.0,632.0,170.0,462.0,False,yes,3.0,3.0,True,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,69.55,480.0,90.0,390.0,True,no,1.0,2.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,False,53.98,368.0,125.0,243.0,False,no,3.0,2.0,False,False,0.0
Brandenburg,Potsdam,True,90.0,1095.46,195.0,900.46,True,negotiable,4.0,2.0,True,True,1.0
Brandenburg,Spree_Neiße_Kreis,True,72.7,472.0,173.0,299.0,False,no,5.0,4.0,False,True,0.0
