land,city,balcony,living_space,total_rent,service_charge,base_rent,lift,pets_allowed,floor,no_rooms,garden,cellar,noParkSpaces
Brandenburg,Cottbus,True,58.51,457.90000000000003,177.05,280.85,True,no,1.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,44.5,287.5,65.0,222.5,False,yes,1.0,2.0,False,False,1.0
Brandenburg,Cottbus,True,112.87,960.0,240.0,720.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Frankfurt_Oder,True,28.22,354.78,50.0,304.78,True,no,3.0,1.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,82.0,500.0,90.0,410.0,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,52.0,362.0,50.0,312.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,65.16,414.0,56.0,358.0,False,negotiable,1.0,2.0,True,True,1.0
Brandenburg,Cottbus,True,57.15,410.0,135.0,275.0,False,negotiable,5.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,49.35,531.0,98.92,432.08,False,negotiable,4.0,2.0,True,True,0.0
Brandenburg,Uckermark_Kreis,False,46.8,325.0,100.0,225.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,60.0,495.0,115.0,380.0,False,negotiable,2.0,2.0,True,False,1.0
Brandenburg,Teltow_Fläming_Kreis,True,92.29,766.01,73.83,692.18,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Potsdam,True,83.0,1078.0,124.0,954.0,True,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Havelland_Kreis,False,40.0,356.4,110.0,246.4,False,negotiable,2.0,1.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,60.9,397.07,66.99,330.08,False,no,4.0,3.0,False,False,0.0
Brandenburg,Dahme_Spreewald_Kreis,False,51.53,450.0,70.0,380.0,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,35.23,315.0,65.0,250.0,False,no,0.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,40.44,351.83000000000004,88.97,262.86,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,36.3,307.82000000000005,50.09,257.73,True,no,5.0,1.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,59.17,406.9,95.07,311.83,False,no,2.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,50.3,400.0,60.0,340.0,False,no,4.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,True,62.01,465.0,95.0,370.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,61.0,775.0,175.0,600.0,False,no,2.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,65.33,551.0,155.0,396.0,False,yes,0.0,3.0,True,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,78.0,700.0,190.0,510.0,False,no,5.0,4.0,False,True,1.0
Brandenburg,Barnim_Kreis,True,28.0,325.0,45.0,280.0,True,no,2.0,1.0,False,True,1.0
Brandenburg,Cottbus,True,59.19,739.88,147.98,591.9,True,negotiable,0.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,79.8,686.81,99.75,587.06,False,no,3.0,2.0,False,False,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,90.0,938.0,150.0,788.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,92.77,1009.0,160.0,849.0,False,negotiable,3.0,4.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,40.0,430.0,70.0,360.0,False,no,1.0,1.0,False,False,0.0
Brandenburg,Cottbus,False,35.01,320.0,75.0,245.0,False,negotiable,2.0,1.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,42.0,515.0,125.0,390.0,False,no,0.0,1.0,False,False,0.0
Brandenburg,Cottbus,False,60.16,417.51,140.77,276.74,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,False,76.55,754.0,218.0,536.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,62.46,426.0,106.0,320.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,80.0,610.0,100.0,510.0,False,no,0.0,3.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,60.71,406.91,73.0,333.91,False,no,5.0,2.0,False,False,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,77.0,470.0,80.0,390.0,False,negotiable,0.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,58.64,392.52,70.0,322.52,False,no,5.0,2.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,True,75.98,380.0,120.0,260.0,False,no,4.0,4.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,58.3,507.0,128.0,379.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,59.0,389.4,73.75,315.65,False,negotiable,5.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,50.46,420.0,120.0,300.0,False,yes,0.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,42.0,450.0,90.0,360.0,False,yes,0.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,True,96.28,822.0,100.0,722.0,False,negotiable,1.0,3.0,True,True,0.0
Brandenburg,Spree_Neiße_Kreis,False,40.03,312.0,87.0,225.0,False,no,0.0,1.0,False,False,0.0
Brandenburg,Cottbus,True,57.19,412.49,121.75,290.74,False,no,3.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,95.0,522.5,95.0,427.5,False,yes,1.0,3.0,False,True,0.0
Brandenburg,Prignitz_Kreis,True,62.0,420.0,120.0,300.0,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,98.0,1092.0,210.0,882.0,True,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Havelland_Kreis,True,56.47,635.0,211.47,423.53,True,no,2.0,2.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,60.47,458.0,134.0,324.0,False,no,1.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,True,100.88,963.4000000000001,292.55,670.85,True,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,79.22,675.0,255.0,420.0,False,no,3.0,4.0,False,True,0.0
Brandenburg,Cottbus,True,57.22,436.7,136.7,300.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,True,80.0,550.0,50.0,500.0,False,no,2.0,3.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,60.0,340.0,80.0,260.0,False,no,4.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,81.36,675.2900000000001,65.09,610.2,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,74.27,999.0,170.0,829.0,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,40.0,273.0,32.0,241.0,False,yes,2.0,1.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,False,44.08,304.59000000000003,84.63,219.96,False,negotiable,2.0,2.0,True,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,66.0,535.0,180.0,355.0,False,no,1.0,2.0,True,True,2.0
Brandenburg,Elbe_Elster_Kreis,False,68.25,474.5,85.0,389.5,False,no,1.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,58.0,464.0,145.0,319.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Potsdam,True,63.36,780.0,200.0,580.0,False,no,0.0,2.0,True,True,0.0
Brandenburg,Cottbus,True,57.04,387.87,85.56,302.31,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,59.82,386.0,66.0,320.0,False,yes,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,81.08,600.77,211.59,389.18,False,no,3.0,4.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,65.0,537.0,160.0,377.0,False,negotiable,1.0,3.0,True,True,0.0
Brandenburg,Oberhavel_Kreis,False,65.95,557.27,85.0,472.27,False,no,2.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,60.8,445.0,130.0,315.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,42.57,7.55,1.55,6.0,True,negotiable,1.0,1.0,True,True,1.0
Brandenburg,Cottbus,True,48.0,435.0,120.0,315.0,False,no,0.0,2.0,False,True,1.0
Brandenburg,Elbe_Elster_Kreis,True,50.28,375.0,85.0,290.0,False,no,4.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,57.64,467.0,144.0,323.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,60.46,421.71,65.0,356.71,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,67.26,523.95,201.25,322.7,False,no,1.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,False,60.14,474.0,137.0,337.0,True,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,46.66,675.0,115.0,560.0,True,negotiable,1.0,1.0,False,True,1.0
Brandenburg,Prignitz_Kreis,True,70.78,550.0,100.0,450.0,False,no,3.0,3.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,39.6,308.0,90.0,218.0,False,no,1.0,1.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,False,69.0,583.0,161.0,422.0,False,yes,2.0,4.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,108.7,874.0,109.0,765.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,59.2,361.0,65.0,296.0,False,negotiable,4.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,49.8,328.9,55.0,273.9,False,negotiable,4.0,2.0,False,False,0.0
Brandenburg,Potsdam,True,73.0,950.0,170.0,780.0,True,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,False,60.06,402.0,89.69,312.31,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,69.07,446.76,80.0,366.76,False,no,3.0,3.0,False,False,0.0
Brandenburg,Cottbus,False,54.8,458.0,158.0,300.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,False,60.6,400.0,120.0,280.0,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Frankfurt_Oder,True,100.0,995.0,200.0,795.0,True,yes,0.0,4.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,59.44,345.0,35.0,310.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,58.83,399.44,70.0,329.44,False,no,3.0,3.0,False,False,0.0
Brandenburg,Uckermark_Kreis,False,66.74,580.0,120.0,460.0,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Teltow_Fläming_Kreis,False,85.65,639.0,200.0,439.0,False,no,3.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,94.0,808.0,103.0,705.0,False,no,2.0,3.0,True,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,74.33,560.0,170.0,390.0,False,no,2.0,3.0,False,True,1.0
Brandenburg,Potsdam,False,36.0,599.0,50.0,549.0,False,no,1.0,1.0,False,False,1.0
Brandenburg,Oder_Spree_Kreis,True,76.0,655.0,155.0,500.0,True,no,2.0,3.0,False,True,1.0
Brandenburg,Cottbus,True,57.19,439.67,157.8,281.87,False,no,2.0,3.0,False,False,0.0
Brandenburg,Potsdam,True,86.71,1065.0,245.0,820.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,103.0,850.0,145.0,705.0,False,negotiable,1.0,3.0,True,True,0.0
Brandenburg,Barnim_Kreis,True,59.17,467.5,149.0,318.5,False,no,5.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,57.0,350.0,55.0,295.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,58.15,570.39,111.0,459.39,False,no,2.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,71.0,830.5,85.0,745.5,False,no,2.0,3.0,True,True,1.0
Brandenburg,Brandenburg_an_der_Havel,True,54.51,431.0,132.0,299.0,False,yes,4.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,76.7,443.0,85.0,358.0,False,negotiable,3.0,4.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,50.08,420.0,60.0,360.0,False,no,3.0,2.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,68.0,491.0,80.0,411.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,65.39,902.75,190.0,712.75,False,no,0.0,2.0,True,True,1.0
Brandenburg,Barnim_Kreis,True,61.11,465.0,75.0,390.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,63.04,465.0,50.0,415.0,False,no,0.0,3.0,False,False,1.0
Brandenburg,Havelland_Kreis,False,81.0,700.0,120.0,580.0,False,no,3.0,3.0,False,False,1.0
Brandenburg,Cottbus,True,60.0,403.0,103.0,300.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,39.0,298.0,60.0,238.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,62.0,380.0,70.0,310.0,False,negotiable,2.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,74.0,600.0,130.0,470.0,False,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,True,58.88,399.73,70.0,329.73,False,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,51.84,862.0,240.0,622.0,True,negotiable,3.0,2.0,False,True,1.0
Brandenburg,Cottbus,True,79.94,677.62,197.98,479.64,False,no,1.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,89.12,769.0,100.0,669.0,False,no,1.0,4.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,71.0,560.0,162.0,398.0,False,no,2.0,2.0,True,True,1.0
Brandenburg,Havelland_Kreis,False,65.6,354.32,78.8,275.52,False,negotiable,2.0,3.0,True,False,1.0
Brandenburg,Cottbus,True,58.77,443.0,159.0,284.0,True,negotiable,5.0,3.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,64.34,671.0,60.0,611.0,False,negotiable,1.0,2.0,True,True,1.0
Brandenburg,Frankfurt_Oder,True,59.0,605.4000000000001,159.3,446.1,False,negotiable,0.0,2.0,False,True,1.0
Brandenburg,Cottbus,True,62.26,480.0,140.0,340.0,False,negotiable,0.0,3.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,85.52,798.64,200.0,598.64,False,no,1.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,52.47,630.0,105.0,525.0,True,no,1.0,2.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,44.66,310.0,50.0,260.0,False,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,False,56.47,480.0,158.12,321.88,False,no,2.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,38.99,260.0,40.0,220.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,76.0,420.0,80.0,340.0,False,no,2.0,3.0,False,False,1.0
Brandenburg,Oder_Spree_Kreis,False,79.0,615.0,120.0,495.0,False,no,4.0,3.0,False,True,1.0
Brandenburg,Cottbus,False,67.8,620.0,180.0,440.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,97.0,1018.5,194.0,824.5,False,no,0.0,3.0,False,True,1.0
Brandenburg,Spree_Neiße_Kreis,False,79.0,475.0,75.0,400.0,False,negotiable,3.0,4.0,False,True,1.0
Brandenburg,Uckermark_Kreis,False,70.42,535.0,165.0,370.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,55.29,490.0,142.05,347.95,False,no,3.0,3.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,False,83.84,561.0,100.0,461.0,False,yes,0.0,3.0,False,True,1.0
Brandenburg,Uckermark_Kreis,False,59.95,375.89,74.94,300.95,False,no,5.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,61.85,439.0,140.0,299.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,96.62,1062.54,106.0,956.54,False,negotiable,2.0,4.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,66.03,475.41,151.87,323.54,False,no,0.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,61.11,465.0,75.0,390.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,73.78,561.0,221.0,340.0,True,negotiable,3.0,4.0,False,True,1.0
Brandenburg,Frankfurt_Oder,True,82.1,578.73,106.73,472.0,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Teltow_Fläming_Kreis,False,90.0,580.0,180.0,400.0,False,no,3.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,False,74.0,625.0,145.0,480.0,False,no,4.0,3.0,False,False,0.0
Brandenburg,Oberhavel_Kreis,True,77.0,880.0,110.0,770.0,False,no,2.0,2.0,False,True,1.0
Brandenburg,Cottbus,True,60.49,768.22,163.32,604.9,True,negotiable,1.0,2.0,False,False,1.0
Brandenburg,Frankfurt_Oder,True,85.0,722.0,85.0,637.0,False,no,2.0,3.0,True,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,60.82,435.90999999999997,97.14,338.77,True,negotiable,5.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,62.21,473.0,180.0,293.0,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,65.72,549.3199999999999,155.0,394.32,False,no,1.0,3.0,False,False,0.0
Brandenburg,Frankfurt_Oder,False,50.0,380.0,50.0,330.0,False,negotiable,2.0,2.0,True,True,0.0
Brandenburg,Barnim_Kreis,True,56.5,565.0,113.0,452.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,60.78,362.39,60.78,301.61,False,negotiable,3.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,False,31.94,266.0,96.0,170.0,False,no,2.0,1.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,False,30.97,245.0,65.0,180.0,False,no,3.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,48.43,450.0,165.0,285.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,26.54,167.7,35.0,132.7,False,negotiable,2.0,1.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,65.0,565.0,142.0,423.0,False,no,2.0,3.0,True,False,0.0
Brandenburg,Brandenburg_an_der_Havel,False,89.0,776.0,107.0,669.0,False,negotiable,2.0,3.0,True,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,60.38,952.87,120.76,832.11,True,negotiable,3.0,2.0,True,True,0.0
Brandenburg,Potsdam,True,72.52,1124.06,217.56,906.5,True,negotiable,0.0,2.0,True,True,1.0
Brandenburg,Cottbus,False,47.81,267.74,47.81,219.93,False,negotiable,5.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,102.0,560.0,90.0,470.0,False,no,0.0,3.0,True,True,1.0
Brandenburg,Uckermark_Kreis,True,49.0,345.0,80.0,265.0,False,negotiable,1.0,2.0,True,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,45.6,346.0,71.0,275.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,63.94,428.0,60.0,368.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Cottbus,False,67.0,569.5,134.0,435.5,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,69.5,788.0,153.0,635.0,True,no,3.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,76.27,541.0,156.0,385.0,False,no,5.0,4.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,48.39,391.96,76.94,315.02,False,no,3.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,False,38.77,495.0,115.0,380.0,True,no,1.0,1.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,58.0,620.0,160.0,460.0,False,no,2.0,2.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,63.57,550.9100000000001,144.06,406.85,False,no,0.0,3.0,True,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,53.09,439.0,60.0,379.0,False,no,1.0,2.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,54.29,426.81000000000006,136.9,289.91,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,89.0,1100.0,300.0,800.0,False,yes,3.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,90.0,640.0,145.0,495.0,False,negotiable,1.0,3.0,True,True,1.0
Brandenburg,Oder_Spree_Kreis,False,62.98,302.47,60.0,242.47,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,53.9,365.0,65.0,300.0,False,yes,2.0,3.0,False,False,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,65.42,412.86,97.56,315.3,False,no,1.0,3.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,48.81,474.89,60.0,414.89,False,no,0.0,2.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,71.13,462.35,156.49,305.86,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,60.0,357.4,61.0,296.4,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,52.0,560.0,195.0,365.0,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,85.0,760.0,200.0,560.0,False,no,2.0,3.0,True,True,0.0
Brandenburg,Cottbus,False,69.1,491.3,97.43,393.87,False,no,3.0,2.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,59.27,430.0,80.0,350.0,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,61.86,508.0,150.0,358.0,False,no,4.0,3.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,80.05,536.26,120.0,416.26,False,no,2.0,3.0,False,True,1.0
Brandenburg,Barnim_Kreis,False,109.93,971.24,96.2,875.04,True,negotiable,0.0,4.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,60.8,425.0,145.0,280.0,False,no,4.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,56.56,316.71999999999997,50.9,265.82,False,yes,4.0,2.0,False,True,0.0
Brandenburg,Cottbus,False,79.0,712.0,175.0,537.0,False,negotiable,2.0,3.0,False,False,1.0
Brandenburg,Ostprignitz_Ruppin_Kreis,False,67.0,489.85,57.85,432.0,False,no,2.0,3.0,True,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,65.97,1006.7,131.94,874.76,True,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Frankfurt_Oder,False,79.0,515.0,105.0,410.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,60.95,519.7,90.0,429.7,False,negotiable,3.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,85.0,700.0,190.0,510.0,False,negotiable,0.0,3.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,73.74,453.95,100.0,353.95,False,no,0.0,4.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,64.0,375.0,75.0,300.0,False,no,1.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,50.78,530.0,124.0,406.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,69.0,525.0,165.0,360.0,False,yes,5.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,63.15,550.0,140.0,410.0,False,no,1.0,2.0,False,False,1.0
Brandenburg,Brandenburg_an_der_Havel,False,59.0,450.0,60.0,390.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,30.8,255.0,70.0,185.0,False,no,0.0,1.0,False,True,1.0
Brandenburg,Cottbus,False,28.73,275.0,75.0,200.0,False,negotiable,0.0,1.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,34.26,198.01,28.42,169.59,False,negotiable,1.0,1.0,False,True,1.0
Brandenburg,Havelland_Kreis,True,85.0,830.0,90.0,740.0,True,negotiable,4.0,4.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,True,97.99,1105.0,225.0,880.0,True,negotiable,3.0,3.0,False,False,2.0
Brandenburg,Märkisch_Oderland_Kreis,False,54.0,350.0,55.0,295.0,False,negotiable,1.0,1.0,False,False,1.0
Brandenburg,Brandenburg_an_der_Havel,True,87.0,970.0,100.0,870.0,True,no,0.0,3.0,False,True,1.0
Brandenburg,Potsdam,True,64.0,880.0,128.0,752.0,True,no,1.0,2.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,85.0,570.0,170.0,400.0,False,negotiable,4.0,3.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,59.5,392.25,65.0,327.25,False,negotiable,3.0,3.0,False,False,0.0
Brandenburg,Oberhavel_Kreis,True,58.0,724.01,57.01,667.0,False,no,3.0,2.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,72.0,1085.0,186.0,899.0,True,negotiable,1.0,2.0,True,True,1.0
Brandenburg,Uckermark_Kreis,False,52.6,262.0,30.0,232.0,False,negotiable,0.0,2.0,False,True,0.0
Brandenburg,Potsdam,True,35.6,461.6,70.0,391.6,False,negotiable,0.0,1.0,False,False,0.0
Brandenburg,Cottbus,True,57.79,452.24,159.51,292.73,False,no,3.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,56.56,328.03999999999996,50.9,277.14,False,yes,4.0,2.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,53.59,660.0,140.0,520.0,False,no,1.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,68.79,417.0,73.0,344.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,41.41,602.0,105.0,497.0,True,negotiable,1.0,1.0,False,True,1.0
Brandenburg,Spree_Neiße_Kreis,True,77.85,558.18,149.47,408.71,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,65.9,460.0,152.0,308.0,False,negotiable,5.0,4.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,60.8,445.0,125.0,320.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,88.0,924.0,176.0,748.0,False,no,1.0,3.0,False,True,1.0
Brandenburg,Potsdam,True,77.31,948.0,214.0,734.0,False,no,1.0,4.0,False,False,0.0
Brandenburg,Frankfurt_Oder,False,60.0,499.0,120.0,379.0,False,no,3.0,2.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,54.58,452.06,70.0,382.06,True,negotiable,2.0,2.0,False,True,0.0
